,x,y,strategy,t_factor
42954,708,1172,henard,t3
42955,708,1194,henard,t3
42956,708,1196,henard,t3
42957,708,1190,henard,t3
42958,708,1196,henard,t3
42959,708,1190,henard,t3
42960,708,1172,henard,t3
42961,708,1190,henard,t3
42962,708,1194,henard,t3
42963,708,1190,henard,t3
42964,708,1194,henard,t3
42965,708,1190,henard,t3
42966,708,1196,henard,t3
42967,708,1194,henard,t3
42968,708,1194,henard,t3
42969,708,1172,henard,t3
42970,708,1196,henard,t3
42971,708,1194,henard,t3
42972,708,1190,henard,t3
42973,708,1172,henard,t3
42974,708,1190,henard,t3
42975,708,1194,henard,t3
42976,708,1194,henard,t3
42977,708,1196,henard,t3
42978,708,1194,henard,t3
42979,708,1194,henard,t3
42980,708,1196,henard,t3
42981,708,1190,henard,t3
42982,708,1196,henard,t3
42983,708,1196,henard,t3
42984,708,1196,henard,t3
42985,708,1196,henard,t3
42986,708,1190,henard,t3
42987,708,1190,henard,t3
42988,708,1196,henard,t3
42989,708,1196,henard,t3
42990,708,1190,henard,t3
42991,708,1196,henard,t3
42992,708,1196,henard,t3
42993,708,1190,henard,t3
42994,708,1194,henard,t3
42995,708,1196,henard,t3
42996,708,1190,henard,t3
42997,708,1196,henard,t3
42998,708,1194,henard,t3
42999,708,1172,henard,t3
43000,714,1208,henard,t3
43001,714,1208,henard,t3
43002,714,1194,henard,t3
43003,714,1208,henard,t3
43004,714,1208,henard,t3
43005,714,1194,henard,t3
43006,714,1208,henard,t3
43007,714,1194,henard,t3
43008,714,1196,henard,t3
43009,714,1196,henard,t3
43010,714,1208,henard,t3
43011,714,1196,henard,t3
43012,714,1208,henard,t3
43013,714,1190,henard,t3
43014,714,1194,henard,t3
43015,714,1194,henard,t3
43016,714,1196,henard,t3
43017,714,1190,henard,t3
43018,714,1190,henard,t3
43019,714,1190,henard,t3
43020,714,1208,henard,t3
43021,714,1208,henard,t3
43022,714,1208,henard,t3
43023,714,1208,henard,t3
43024,714,1208,henard,t3
43025,714,1190,henard,t3
43026,714,1196,henard,t3
43027,714,1208,henard,t3
43028,714,1196,henard,t3
43029,714,1196,henard,t3
43030,714,1194,henard,t3
43031,714,1172,henard,t3
43032,714,1208,henard,t3
43033,714,1208,henard,t3
43034,714,1208,henard,t3
43035,714,1196,henard,t3
43036,714,1196,henard,t3
43037,714,1208,henard,t3
43038,714,1196,henard,t3
43039,714,1196,henard,t3
43040,714,1208,henard,t3
43041,714,1196,henard,t3
43042,714,1196,henard,t3
43043,714,1208,henard,t3
43044,714,1208,henard,t3
43045,714,1208,henard,t3
43046,714,1190,henard,t3
43047,714,1196,henard,t3
43048,714,1194,henard,t3
43049,714,1208,henard,t3
43050,714,1208,henard,t3
43051,714,1196,henard,t3
43052,714,1194,henard,t3
43053,714,1208,henard,t3
43054,714,1190,henard,t3
43055,714,1196,henard,t3
43056,714,1208,henard,t3
43057,714,1194,henard,t3
43058,714,1208,henard,t3
43059,714,1194,henard,t3
43060,714,1190,henard,t3
43061,714,1194,henard,t3
43062,714,1196,henard,t3
43063,714,1194,henard,t3
43064,714,1196,henard,t3
43065,714,1194,henard,t3
43066,714,1208,henard,t3
43067,714,1196,henard,t3
43068,714,1196,henard,t3
43069,714,1190,henard,t3
43070,714,1208,henard,t3
43071,714,1196,henard,t3
43072,714,1194,henard,t3
43073,714,1190,henard,t3
43074,714,1194,henard,t3
43075,714,1196,henard,t3
43076,714,1196,henard,t3
43077,714,1208,henard,t3
43078,714,1196,henard,t3
43079,714,1196,henard,t3
43080,714,1208,henard,t3
43081,714,1194,henard,t3
43082,714,1208,henard,t3
43083,714,1208,henard,t3
43084,714,1208,henard,t3
43085,714,1208,henard,t3
43086,714,1194,henard,t3
43087,714,1194,henard,t3
43088,714,1208,henard,t3
43089,714,1208,henard,t3
43090,714,1194,henard,t3
43091,714,1208,henard,t3
43092,714,1208,henard,t3
43093,714,1194,henard,t3
43094,714,1196,henard,t3
43095,714,1208,henard,t3
43096,714,1194,henard,t3
43097,714,1208,henard,t3
43098,714,1196,henard,t3
43099,714,1190,henard,t3
43100,720,1212,henard,t3
43101,720,1212,henard,t3
43102,720,1196,henard,t3
43103,720,1212,henard,t3
43104,720,1212,henard,t3
43105,720,1196,henard,t3
43106,720,1212,henard,t3
43107,720,1196,henard,t3
43108,720,1208,henard,t3
43109,720,1208,henard,t3
43110,720,1212,henard,t3
43111,720,1208,henard,t3
43112,720,1212,henard,t3
43113,720,1194,henard,t3
43114,720,1196,henard,t3
43115,720,1196,henard,t3
43116,720,1208,henard,t3
43117,720,1194,henard,t3
43118,720,1194,henard,t3
43119,720,1194,henard,t3
43120,720,1212,henard,t3
43121,720,1212,henard,t3
43122,720,1212,henard,t3
43123,720,1212,henard,t3
43124,720,1212,henard,t3
43125,720,1194,henard,t3
43126,720,1208,henard,t3
43127,720,1212,henard,t3
43128,720,1208,henard,t3
43129,720,1208,henard,t3
43130,720,1196,henard,t3
43131,720,1190,henard,t3
43132,720,1212,henard,t3
43133,720,1212,henard,t3
43134,720,1212,henard,t3
43135,720,1208,henard,t3
43136,720,1208,henard,t3
43137,720,1212,henard,t3
43138,720,1208,henard,t3
43139,720,1208,henard,t3
43140,720,1212,henard,t3
43141,720,1208,henard,t3
43142,720,1208,henard,t3
43143,720,1212,henard,t3
43144,720,1212,henard,t3
43145,720,1212,henard,t3
43146,720,1194,henard,t3
43147,720,1208,henard,t3
43148,720,1196,henard,t3
43149,720,1212,henard,t3
43150,720,1212,henard,t3
43151,720,1208,henard,t3
43152,720,1196,henard,t3
43153,720,1212,henard,t3
43154,720,1194,henard,t3
43155,720,1208,henard,t3
43156,720,1212,henard,t3
43157,720,1196,henard,t3
43158,720,1212,henard,t3
43159,720,1196,henard,t3
43160,720,1194,henard,t3
43161,720,1196,henard,t3
43162,720,1208,henard,t3
43163,720,1196,henard,t3
43164,720,1208,henard,t3
43165,720,1196,henard,t3
43166,720,1212,henard,t3
43167,720,1208,henard,t3
43168,720,1208,henard,t3
43169,720,1194,henard,t3
43170,720,1212,henard,t3
43171,720,1208,henard,t3
43172,720,1196,henard,t3
43173,720,1194,henard,t3
43174,720,1196,henard,t3
43175,720,1208,henard,t3
43176,720,1208,henard,t3
43177,720,1212,henard,t3
43178,720,1208,henard,t3
43179,720,1208,henard,t3
43180,720,1212,henard,t3
43181,720,1196,henard,t3
43182,720,1212,henard,t3
43183,720,1212,henard,t3
43184,720,1212,henard,t3
43185,720,1212,henard,t3
43186,720,1196,henard,t3
43187,720,1196,henard,t3
43188,720,1212,henard,t3
43189,720,1212,henard,t3
43190,720,1196,henard,t3
43191,720,1212,henard,t3
43192,720,1212,henard,t3
43193,720,1196,henard,t3
43194,720,1208,henard,t3
43195,720,1212,henard,t3
43196,720,1196,henard,t3
43197,720,1212,henard,t3
43198,720,1208,henard,t3
43199,720,1194,henard,t3
43200,726,1216,henard,t3
43201,726,1216,henard,t3
43202,726,1208,henard,t3
43203,726,1216,henard,t3
43204,726,1216,henard,t3
43205,726,1208,henard,t3
43206,726,1216,henard,t3
43207,726,1208,henard,t3
43208,726,1212,henard,t3
43209,726,1212,henard,t3
43210,726,1216,henard,t3
43211,726,1212,henard,t3
43212,726,1216,henard,t3
43213,726,1196,henard,t3
43214,726,1208,henard,t3
43215,726,1208,henard,t3
43216,726,1212,henard,t3
43217,726,1196,henard,t3
43218,726,1196,henard,t3
43219,726,1196,henard,t3
43220,726,1216,henard,t3
43221,726,1216,henard,t3
43222,726,1216,henard,t3
43223,726,1216,henard,t3
43224,726,1216,henard,t3
43225,726,1196,henard,t3
43226,726,1212,henard,t3
43227,726,1216,henard,t3
43228,726,1212,henard,t3
43229,726,1212,henard,t3
43230,726,1208,henard,t3
43231,726,1194,henard,t3
43232,726,1216,henard,t3
43233,726,1216,henard,t3
43234,726,1216,henard,t3
43235,726,1212,henard,t3
43236,726,1212,henard,t3
43237,726,1216,henard,t3
43238,726,1212,henard,t3
43239,726,1212,henard,t3
43240,726,1216,henard,t3
43241,726,1212,henard,t3
43242,726,1212,henard,t3
43243,726,1216,henard,t3
43244,726,1216,henard,t3
43245,726,1216,henard,t3
43246,726,1196,henard,t3
43247,726,1212,henard,t3
43248,726,1208,henard,t3
43249,726,1216,henard,t3
43250,726,1216,henard,t3
43251,726,1212,henard,t3
43252,726,1208,henard,t3
43253,726,1216,henard,t3
43254,726,1196,henard,t3
43255,726,1212,henard,t3
43256,726,1216,henard,t3
43257,726,1208,henard,t3
43258,726,1216,henard,t3
43259,726,1208,henard,t3
43260,726,1196,henard,t3
43261,726,1208,henard,t3
43262,726,1212,henard,t3
43263,726,1208,henard,t3
43264,726,1212,henard,t3
43265,726,1208,henard,t3
43266,726,1216,henard,t3
43267,726,1212,henard,t3
43268,726,1212,henard,t3
43269,726,1196,henard,t3
43270,726,1216,henard,t3
43271,726,1212,henard,t3
43272,726,1208,henard,t3
43273,726,1196,henard,t3
43274,726,1208,henard,t3
43275,726,1212,henard,t3
43276,726,1212,henard,t3
43277,726,1216,henard,t3
43278,726,1212,henard,t3
43279,726,1212,henard,t3
43280,726,1216,henard,t3
43281,726,1208,henard,t3
43282,726,1216,henard,t3
43283,726,1216,henard,t3
43284,726,1216,henard,t3
43285,726,1216,henard,t3
43286,726,1208,henard,t3
43287,726,1208,henard,t3
43288,726,1216,henard,t3
43289,726,1216,henard,t3
43290,726,1208,henard,t3
43291,726,1216,henard,t3
43292,726,1216,henard,t3
43293,726,1208,henard,t3
43294,726,1212,henard,t3
43295,726,1216,henard,t3
43296,726,1208,henard,t3
43297,726,1216,henard,t3
43298,726,1212,henard,t3
43299,726,1196,henard,t3
43300,732,1222,henard,t3
43301,732,1222,henard,t3
43302,732,1212,henard,t3
43303,732,1222,henard,t3
43304,732,1222,henard,t3
43305,732,1212,henard,t3
43306,732,1222,henard,t3
43307,732,1212,henard,t3
43308,732,1216,henard,t3
43309,732,1216,henard,t3
43310,732,1222,henard,t3
43311,732,1216,henard,t3
43312,732,1222,henard,t3
43313,732,1208,henard,t3
43314,732,1212,henard,t3
43315,732,1212,henard,t3
43316,732,1216,henard,t3
43317,732,1208,henard,t3
43318,732,1208,henard,t3
43319,732,1208,henard,t3
43320,732,1222,henard,t3
43321,732,1222,henard,t3
43322,732,1222,henard,t3
43323,732,1222,henard,t3
43324,732,1222,henard,t3
43325,732,1208,henard,t3
43326,732,1216,henard,t3
43327,732,1222,henard,t3
43328,732,1216,henard,t3
43329,732,1216,henard,t3
43330,732,1212,henard,t3
43331,732,1208,henard,t3
43332,732,1222,henard,t3
43333,732,1222,henard,t3
43334,732,1222,henard,t3
43335,732,1216,henard,t3
43336,732,1216,henard,t3
43337,732,1222,henard,t3
43338,732,1216,henard,t3
43339,732,1216,henard,t3
43340,732,1222,henard,t3
43341,732,1216,henard,t3
43342,732,1216,henard,t3
43343,732,1222,henard,t3
43344,732,1222,henard,t3
43345,732,1222,henard,t3
43346,732,1208,henard,t3
43347,732,1216,henard,t3
43348,732,1212,henard,t3
43349,732,1222,henard,t3
43350,732,1222,henard,t3
43351,732,1216,henard,t3
43352,732,1212,henard,t3
43353,732,1222,henard,t3
43354,732,1208,henard,t3
43355,732,1216,henard,t3
43356,732,1222,henard,t3
43357,732,1212,henard,t3
43358,732,1222,henard,t3
43359,732,1212,henard,t3
43360,732,1208,henard,t3
43361,732,1212,henard,t3
43362,732,1216,henard,t3
43363,732,1212,henard,t3
43364,732,1216,henard,t3
43365,732,1212,henard,t3
43366,732,1222,henard,t3
43367,732,1216,henard,t3
43368,732,1216,henard,t3
43369,732,1208,henard,t3
43370,732,1222,henard,t3
43371,732,1216,henard,t3
43372,732,1212,henard,t3
43373,732,1208,henard,t3
43374,732,1212,henard,t3
43375,732,1216,henard,t3
43376,732,1216,henard,t3
43377,732,1222,henard,t3
43378,732,1216,henard,t3
43379,732,1216,henard,t3
43380,732,1222,henard,t3
43381,732,1212,henard,t3
43382,732,1222,henard,t3
43383,732,1222,henard,t3
43384,732,1222,henard,t3
43385,732,1222,henard,t3
43386,732,1212,henard,t3
43387,732,1212,henard,t3
43388,732,1222,henard,t3
43389,732,1222,henard,t3
43390,732,1212,henard,t3
43391,732,1222,henard,t3
43392,732,1222,henard,t3
43393,732,1212,henard,t3
43394,732,1216,henard,t3
43395,732,1222,henard,t3
43396,732,1212,henard,t3
43397,732,1222,henard,t3
43398,732,1216,henard,t3
43399,732,1208,henard,t3
43400,738,1224,henard,t3
43401,738,1224,henard,t3
43402,738,1216,henard,t3
43403,738,1224,henard,t3
43404,738,1224,henard,t3
43405,738,1216,henard,t3
43406,738,1224,henard,t3
43407,738,1216,henard,t3
43408,738,1222,henard,t3
43409,738,1222,henard,t3
43410,738,1224,henard,t3
43411,738,1222,henard,t3
43412,738,1224,henard,t3
43413,738,1212,henard,t3
43414,738,1216,henard,t3
43415,738,1216,henard,t3
43416,738,1222,henard,t3
43417,738,1212,henard,t3
43418,738,1212,henard,t3
43419,738,1212,henard,t3
43420,738,1224,henard,t3
43421,738,1224,henard,t3
43422,738,1224,henard,t3
43423,738,1224,henard,t3
43424,738,1224,henard,t3
43425,738,1212,henard,t3
43426,738,1222,henard,t3
43427,738,1224,henard,t3
43428,738,1222,henard,t3
43429,738,1222,henard,t3
43430,738,1216,henard,t3
43431,738,1212,henard,t3
43432,738,1224,henard,t3
43433,738,1224,henard,t3
43434,738,1224,henard,t3
43435,738,1222,henard,t3
43436,738,1222,henard,t3
43437,738,1224,henard,t3
43438,738,1222,henard,t3
43439,738,1222,henard,t3
43440,738,1224,henard,t3
43441,738,1222,henard,t3
43442,738,1222,henard,t3
43443,738,1224,henard,t3
43444,738,1224,henard,t3
43445,738,1224,henard,t3
43446,738,1212,henard,t3
43447,738,1222,henard,t3
43448,738,1216,henard,t3
43449,738,1224,henard,t3
43450,738,1224,henard,t3
43451,738,1222,henard,t3
43452,738,1216,henard,t3
43453,738,1224,henard,t3
43454,738,1212,henard,t3
43455,738,1222,henard,t3
43456,738,1224,henard,t3
43457,738,1216,henard,t3
43458,738,1224,henard,t3
43459,738,1216,henard,t3
43460,738,1212,henard,t3
43461,738,1216,henard,t3
43462,738,1222,henard,t3
43463,738,1216,henard,t3
43464,738,1222,henard,t3
43465,738,1216,henard,t3
43466,738,1224,henard,t3
43467,738,1222,henard,t3
43468,738,1222,henard,t3
43469,738,1212,henard,t3
43470,738,1224,henard,t3
43471,738,1222,henard,t3
43472,738,1216,henard,t3
43473,738,1212,henard,t3
43474,738,1216,henard,t3
43475,738,1222,henard,t3
43476,738,1222,henard,t3
43477,738,1224,henard,t3
43478,738,1222,henard,t3
43479,738,1222,henard,t3
43480,738,1224,henard,t3
43481,738,1216,henard,t3
43482,738,1224,henard,t3
43483,738,1224,henard,t3
43484,738,1224,henard,t3
43485,738,1224,henard,t3
43486,738,1216,henard,t3
43487,738,1216,henard,t3
43488,738,1224,henard,t3
43489,738,1224,henard,t3
43490,738,1216,henard,t3
43491,738,1224,henard,t3
43492,738,1224,henard,t3
43493,738,1216,henard,t3
43494,738,1222,henard,t3
43495,738,1224,henard,t3
43496,738,1216,henard,t3
43497,738,1224,henard,t3
43498,738,1222,henard,t3
43499,738,1212,henard,t3
43500,743,1228,henard,t3
43501,743,1228,henard,t3
43502,743,1222,henard,t3
43503,743,1228,henard,t3
43504,743,1228,henard,t3
43505,743,1222,henard,t3
43506,743,1228,henard,t3
43507,743,1222,henard,t3
43508,743,1224,henard,t3
43509,743,1224,henard,t3
43510,743,1228,henard,t3
43511,743,1224,henard,t3
43512,743,1228,henard,t3
43513,743,1216,henard,t3
43514,743,1222,henard,t3
43515,743,1222,henard,t3
43516,743,1224,henard,t3
43517,743,1216,henard,t3
43518,743,1216,henard,t3
43519,743,1216,henard,t3
43520,743,1228,henard,t3
43521,743,1228,henard,t3
43522,743,1228,henard,t3
43523,743,1228,henard,t3
43524,743,1228,henard,t3
43525,743,1216,henard,t3
43526,743,1224,henard,t3
43527,743,1228,henard,t3
43528,743,1224,henard,t3
43529,743,1224,henard,t3
43530,743,1222,henard,t3
43531,743,1216,henard,t3
43532,743,1228,henard,t3
43533,743,1228,henard,t3
43534,743,1228,henard,t3
43535,743,1224,henard,t3
43536,743,1224,henard,t3
43537,743,1228,henard,t3
43538,743,1224,henard,t3
43539,743,1224,henard,t3
43540,743,1228,henard,t3
43541,743,1224,henard,t3
43542,743,1224,henard,t3
43543,743,1228,henard,t3
43544,743,1228,henard,t3
43545,743,1228,henard,t3
43546,743,1216,henard,t3
43547,743,1224,henard,t3
43548,743,1222,henard,t3
43549,743,1228,henard,t3
43550,743,1228,henard,t3
43551,743,1224,henard,t3
43552,743,1222,henard,t3
43553,743,1228,henard,t3
43554,743,1216,henard,t3
43555,743,1224,henard,t3
43556,743,1228,henard,t3
43557,743,1222,henard,t3
43558,743,1228,henard,t3
43559,743,1222,henard,t3
43560,743,1216,henard,t3
43561,743,1222,henard,t3
43562,743,1224,henard,t3
43563,743,1222,henard,t3
43564,743,1224,henard,t3
43565,743,1222,henard,t3
43566,743,1228,henard,t3
43567,743,1224,henard,t3
43568,743,1224,henard,t3
43569,743,1216,henard,t3
43570,743,1228,henard,t3
43571,743,1224,henard,t3
43572,743,1222,henard,t3
43573,743,1216,henard,t3
43574,743,1222,henard,t3
43575,743,1224,henard,t3
43576,743,1224,henard,t3
43577,743,1228,henard,t3
43578,743,1224,henard,t3
43579,743,1224,henard,t3
43580,743,1228,henard,t3
43581,743,1222,henard,t3
43582,743,1228,henard,t3
43583,743,1228,henard,t3
43584,743,1228,henard,t3
43585,743,1228,henard,t3
43586,743,1222,henard,t3
43587,743,1222,henard,t3
43588,743,1228,henard,t3
43589,743,1228,henard,t3
43590,743,1222,henard,t3
43591,743,1228,henard,t3
43592,743,1228,henard,t3
43593,743,1222,henard,t3
43594,743,1224,henard,t3
43595,743,1228,henard,t3
43596,743,1222,henard,t3
43597,743,1228,henard,t3
43598,743,1224,henard,t3
43599,743,1216,henard,t3
43600,749,1236,henard,t3
43601,749,1236,henard,t3
43602,749,1224,henard,t3
43603,749,1236,henard,t3
43604,749,1236,henard,t3
43605,749,1224,henard,t3
43606,749,1236,henard,t3
43607,749,1224,henard,t3
43608,749,1228,henard,t3
43609,749,1228,henard,t3
43610,749,1236,henard,t3
43611,749,1228,henard,t3
43612,749,1236,henard,t3
43613,749,1222,henard,t3
43614,749,1224,henard,t3
43615,749,1224,henard,t3
43616,749,1228,henard,t3
43617,749,1222,henard,t3
43618,749,1222,henard,t3
43619,749,1222,henard,t3
43620,749,1236,henard,t3
43621,749,1236,henard,t3
43622,749,1236,henard,t3
43623,749,1236,henard,t3
43624,749,1236,henard,t3
43625,749,1222,henard,t3
43626,749,1228,henard,t3
43627,749,1236,henard,t3
43628,749,1228,henard,t3
43629,749,1228,henard,t3
43630,749,1224,henard,t3
43631,749,1222,henard,t3
43632,749,1236,henard,t3
43633,749,1236,henard,t3
43634,749,1236,henard,t3
43635,749,1228,henard,t3
43636,749,1228,henard,t3
43637,749,1236,henard,t3
43638,749,1228,henard,t3
43639,749,1228,henard,t3
43640,749,1236,henard,t3
43641,749,1228,henard,t3
43642,749,1228,henard,t3
43643,749,1236,henard,t3
43644,749,1236,henard,t3
43645,749,1236,henard,t3
43646,749,1222,henard,t3
43647,749,1228,henard,t3
43648,749,1224,henard,t3
43649,749,1236,henard,t3
43650,749,1236,henard,t3
43651,749,1228,henard,t3
43652,749,1224,henard,t3
43653,749,1236,henard,t3
43654,749,1222,henard,t3
43655,749,1228,henard,t3
43656,749,1236,henard,t3
43657,749,1224,henard,t3
43658,749,1236,henard,t3
43659,749,1224,henard,t3
43660,749,1222,henard,t3
43661,749,1224,henard,t3
43662,749,1228,henard,t3
43663,749,1224,henard,t3
43664,749,1228,henard,t3
43665,749,1224,henard,t3
43666,749,1236,henard,t3
43667,749,1228,henard,t3
43668,749,1228,henard,t3
43669,749,1222,henard,t3
43670,749,1236,henard,t3
43671,749,1228,henard,t3
43672,749,1224,henard,t3
43673,749,1222,henard,t3
43674,749,1224,henard,t3
43675,749,1228,henard,t3
43676,749,1228,henard,t3
43677,749,1236,henard,t3
43678,749,1228,henard,t3
43679,749,1228,henard,t3
43680,749,1236,henard,t3
43681,749,1224,henard,t3
43682,749,1236,henard,t3
43683,749,1236,henard,t3
43684,749,1236,henard,t3
43685,749,1236,henard,t3
43686,749,1224,henard,t3
43687,749,1224,henard,t3
43688,749,1236,henard,t3
43689,749,1236,henard,t3
43690,749,1224,henard,t3
43691,749,1236,henard,t3
43692,749,1236,henard,t3
43693,749,1224,henard,t3
43694,749,1228,henard,t3
43695,749,1236,henard,t3
43696,749,1224,henard,t3
43697,749,1236,henard,t3
43698,749,1228,henard,t3
43699,749,1222,henard,t3
43700,755,1242,henard,t3
43701,755,1242,henard,t3
43702,755,1228,henard,t3
43703,755,1242,henard,t3
43704,755,1242,henard,t3
43705,755,1228,henard,t3
43706,755,1242,henard,t3
43707,755,1228,henard,t3
43708,755,1236,henard,t3
43709,755,1236,henard,t3
43710,755,1242,henard,t3
43711,755,1236,henard,t3
43712,755,1242,henard,t3
43713,755,1224,henard,t3
43714,755,1228,henard,t3
43715,755,1228,henard,t3
43716,755,1236,henard,t3
43717,755,1224,henard,t3
43718,755,1224,henard,t3
43719,755,1224,henard,t3
43720,755,1242,henard,t3
43721,755,1242,henard,t3
43722,755,1242,henard,t3
43723,755,1242,henard,t3
43724,755,1242,henard,t3
43725,755,1224,henard,t3
43726,755,1236,henard,t3
43727,755,1242,henard,t3
43728,755,1236,henard,t3
43729,755,1236,henard,t3
43730,755,1228,henard,t3
43731,755,1224,henard,t3
43732,755,1242,henard,t3
43733,755,1242,henard,t3
43734,755,1242,henard,t3
43735,755,1236,henard,t3
43736,755,1236,henard,t3
43737,755,1242,henard,t3
43738,755,1236,henard,t3
43739,755,1236,henard,t3
43740,755,1242,henard,t3
43741,755,1236,henard,t3
43742,755,1236,henard,t3
43743,755,1242,henard,t3
43744,755,1242,henard,t3
43745,755,1242,henard,t3
43746,755,1224,henard,t3
43747,755,1236,henard,t3
43748,755,1228,henard,t3
43749,755,1242,henard,t3
43750,755,1242,henard,t3
43751,755,1236,henard,t3
43752,755,1228,henard,t3
43753,755,1242,henard,t3
43754,755,1224,henard,t3
43755,755,1236,henard,t3
43756,755,1242,henard,t3
43757,755,1228,henard,t3
43758,755,1242,henard,t3
43759,755,1228,henard,t3
43760,755,1224,henard,t3
43761,755,1228,henard,t3
43762,755,1236,henard,t3
43763,755,1228,henard,t3
43764,755,1236,henard,t3
43765,755,1228,henard,t3
43766,755,1242,henard,t3
43767,755,1236,henard,t3
43768,755,1236,henard,t3
43769,755,1224,henard,t3
43770,755,1242,henard,t3
43771,755,1236,henard,t3
43772,755,1228,henard,t3
43773,755,1224,henard,t3
43774,755,1228,henard,t3
43775,755,1236,henard,t3
43776,755,1236,henard,t3
43777,755,1242,henard,t3
43778,755,1236,henard,t3
43779,755,1236,henard,t3
43780,755,1242,henard,t3
43781,755,1228,henard,t3
43782,755,1242,henard,t3
43783,755,1242,henard,t3
43784,755,1242,henard,t3
43785,755,1242,henard,t3
43786,755,1228,henard,t3
43787,755,1228,henard,t3
43788,755,1242,henard,t3
43789,755,1242,henard,t3
43790,755,1228,henard,t3
43791,755,1242,henard,t3
43792,755,1242,henard,t3
43793,755,1228,henard,t3
43794,755,1236,henard,t3
43795,755,1242,henard,t3
43796,755,1228,henard,t3
43797,755,1242,henard,t3
43798,755,1236,henard,t3
43799,755,1224,henard,t3
43800,761,1244,henard,t3
43801,761,1244,henard,t3
43802,761,1236,henard,t3
43803,761,1244,henard,t3
43804,761,1244,henard,t3
43805,761,1236,henard,t3
43806,761,1244,henard,t3
43807,761,1236,henard,t3
43808,761,1242,henard,t3
43809,761,1242,henard,t3
43810,761,1244,henard,t3
43811,761,1242,henard,t3
43812,761,1244,henard,t3
43813,761,1228,henard,t3
43814,761,1236,henard,t3
43815,761,1236,henard,t3
43816,761,1242,henard,t3
43817,761,1228,henard,t3
43818,761,1228,henard,t3
43819,761,1228,henard,t3
43820,761,1244,henard,t3
43821,761,1244,henard,t3
43822,761,1244,henard,t3
43823,761,1244,henard,t3
43824,761,1244,henard,t3
43825,761,1228,henard,t3
43826,761,1242,henard,t3
43827,761,1244,henard,t3
43828,761,1242,henard,t3
43829,761,1242,henard,t3
43830,761,1236,henard,t3
43831,761,1228,henard,t3
43832,761,1244,henard,t3
43833,761,1244,henard,t3
43834,761,1244,henard,t3
43835,761,1242,henard,t3
43836,761,1242,henard,t3
43837,761,1244,henard,t3
43838,761,1242,henard,t3
43839,761,1242,henard,t3
43840,761,1244,henard,t3
43841,761,1242,henard,t3
43842,761,1242,henard,t3
43843,761,1244,henard,t3
43844,761,1244,henard,t3
43845,761,1244,henard,t3
43846,761,1228,henard,t3
43847,761,1242,henard,t3
43848,761,1236,henard,t3
43849,761,1244,henard,t3
43850,761,1244,henard,t3
43851,761,1242,henard,t3
43852,761,1236,henard,t3
43853,761,1244,henard,t3
43854,761,1228,henard,t3
43855,761,1242,henard,t3
43856,761,1244,henard,t3
43857,761,1236,henard,t3
43858,761,1244,henard,t3
43859,761,1236,henard,t3
43860,761,1228,henard,t3
43861,761,1236,henard,t3
43862,761,1242,henard,t3
43863,761,1236,henard,t3
43864,761,1242,henard,t3
43865,761,1236,henard,t3
43866,761,1244,henard,t3
43867,761,1242,henard,t3
43868,761,1242,henard,t3
43869,761,1228,henard,t3
43870,761,1244,henard,t3
43871,761,1242,henard,t3
43872,761,1236,henard,t3
43873,761,1228,henard,t3
43874,761,1236,henard,t3
43875,761,1242,henard,t3
43876,761,1242,henard,t3
43877,761,1244,henard,t3
43878,761,1242,henard,t3
43879,761,1242,henard,t3
43880,761,1244,henard,t3
43881,761,1236,henard,t3
43882,761,1244,henard,t3
43883,761,1244,henard,t3
43884,761,1244,henard,t3
43885,761,1244,henard,t3
43886,761,1236,henard,t3
43887,761,1236,henard,t3
43888,761,1244,henard,t3
43889,761,1244,henard,t3
43890,761,1236,henard,t3
43891,761,1244,henard,t3
43892,761,1244,henard,t3
43893,761,1236,henard,t3
43894,761,1242,henard,t3
43895,761,1244,henard,t3
43896,761,1236,henard,t3
43897,761,1244,henard,t3
43898,761,1242,henard,t3
43899,761,1228,henard,t3
43900,767,1248,henard,t3
43901,767,1248,henard,t3
43902,767,1242,henard,t3
43903,767,1248,henard,t3
43904,767,1248,henard,t3
43905,767,1242,henard,t3
43906,767,1248,henard,t3
43907,767,1242,henard,t3
43908,767,1244,henard,t3
43909,767,1244,henard,t3
43910,767,1248,henard,t3
43911,767,1244,henard,t3
43912,767,1248,henard,t3
43913,767,1236,henard,t3
43914,767,1242,henard,t3
43915,767,1242,henard,t3
43916,767,1244,henard,t3
43917,767,1236,henard,t3
43918,767,1236,henard,t3
43919,767,1236,henard,t3
43920,767,1248,henard,t3
43921,767,1248,henard,t3
43922,767,1248,henard,t3
43923,767,1248,henard,t3
43924,767,1248,henard,t3
43925,767,1236,henard,t3
43926,767,1244,henard,t3
43927,767,1248,henard,t3
43928,767,1244,henard,t3
43929,767,1244,henard,t3
43930,767,1242,henard,t3
43931,767,1236,henard,t3
43932,767,1248,henard,t3
43933,767,1248,henard,t3
43934,767,1248,henard,t3
43935,767,1244,henard,t3
43936,767,1244,henard,t3
43937,767,1248,henard,t3
43938,767,1244,henard,t3
43939,767,1244,henard,t3
43940,767,1248,henard,t3
43941,767,1244,henard,t3
43942,767,1244,henard,t3
43943,767,1248,henard,t3
43944,767,1248,henard,t3
43945,767,1248,henard,t3
43946,767,1236,henard,t3
43947,767,1244,henard,t3
43948,767,1242,henard,t3
43949,767,1248,henard,t3
43950,767,1248,henard,t3
43951,767,1244,henard,t3
43952,767,1242,henard,t3
